"Survived","Age","SibSp","Fare","Cabin","Alone","NameSize","NameCount","Pclass_1","Pclass_2","Sex_female","Embarked_C","Embarked_Q","Title_Miss","Title_Mrs","Title_Other","predict_LR","predict_RF"
"1",54.5,1,65.6344,"1","0",48,7,1,0,1,1,0,0,1,0,0.882535895419766,0.995
"1",17,0,10.5,"0","1",19,3,0,1,1,0,0,1,0,0,0.923776816103075,0.955
"1",27,0,7.8792,"0","1",18,3,0,0,1,0,1,1,0,0,0.748942828492754,0.805
"1",7,1,15.2458,"0","0",30,4,0,0,0,1,0,0,0,1,0.621352516849105,0.81
"0",50,0,26,"1","1",24,4,1,0,0,0,0,0,0,0,0.20465462744006,0.03
"0",40,1,9.475,"0","0",46,6,0,0,1,0,0,0,1,0,0.533032302908561,0.285
"0",54.5,0,26.55,"0","1",15,3,1,0,0,0,0,0,0,1,0.461836424273006,0.205
"0",54.5,0,10.5,"0","1",21,4,0,1,0,0,0,0,0,0,0.0317941347629328,0.025
"0",22,0,7.25,"0","1",18,3,0,0,0,0,0,0,0,0,0.0752954565453415,0
"0",34,0,13,"0","1",20,3,0,1,0,0,0,0,0,0,0.0909607027814961,0.045
"1",3.875,1,20.2125,"0","0",27,4,0,0,1,0,0,1,0,0,0.890490735572179,0.875
"1",39,1,55.9,"1","0",41,6,1,0,1,0,0,0,1,0,0.945787797182044,0.985
"1",16,0,8.05,"0","1",30,4,0,0,0,0,0,0,0,0,0.101383451817685,0.215
"1",52,0,30.5,"1","1",30,4,1,0,0,0,0,0,0,1,0.726316800554928,0.565
"1",48,1,52,"1","0",24,4,1,0,0,0,0,0,0,0,0.182001915162801,0.375
"0",28,0,7.225,"0","1",15,3,0,0,0,1,0,0,0,0,0.0555057789978825,0
"0",27,0,26,"0","1",22,4,1,0,0,0,0,0,0,0,0.24965358280878,0.01
"1",2.5,1,11.1333,"0","0",28,4,0,0,1,0,0,1,0,0,0.897568634233986,0.855
"1",28,0,7.7333,"0","1",32,4,0,0,1,0,1,1,0,0,0.738585700238359,0.985
"0",28,0,7.75,"1","1",16,3,0,0,0,0,1,0,0,0,0.136924334302456,0.03
"0",27,0,7.55,"0","1",27,4,0,0,0,0,0,0,0,0,0.0584249462172016,0.02
"0",27,1,16.1,"0","0",25,4,0,0,0,0,0,0,0,0,0.0459174972716188,0
"1",27,0,14.5,"0","1",26,4,0,0,1,0,0,0,1,0,0.748942828492754,0.92
"0",41,2,14.1083,"0","0",23,4,0,0,0,0,0,0,0,0,0.00306142724493031,0
"1",27,1,52,"1","0",36,5,1,0,1,0,0,0,1,0,0.971008374948629,0.99
"1",27,0,31.6833,"0","1",36,4,1,0,1,0,0,0,1,0,0.941162276083866,0.95
"1",20,0,36.75,"0","1",20,3,0,1,1,0,0,1,0,0,0.911472715853324,1
"1",38,0,7.2292,"0","1",47,6,0,0,1,1,0,0,1,0,0.621311215749712,0.84
"0",34,1,21,"0","0",23,4,0,1,0,0,0,0,0,0,0.0720208538720135,0.005
"0",19,0,8.1583,"0","1",24,4,0,0,0,0,0,0,0,0,0.0874639801633759,0.065
"0",29,0,10.5,"0","1",31,4,0,1,0,0,0,0,0,0,0.116067977915369,0
"0",23,0,7.925,"0","1",28,4,0,0,1,0,0,1,0,0,0.787577951373915,0.57
"0",18,1,65.6344,"1","0",42,7,1,0,0,1,0,0,0,0,0.531880928006575,0.285
"0",27,0,15.5792,"0","1",33,4,0,1,0,1,0,0,0,0,0.127694225744811,0.075
"0",26,0,7.8875,"0","1",22,3,0,0,0,0,0,0,0,0,0.0614876439961697,0.005
"0",47,0,52,"1","1",30,4,1,0,0,0,0,0,0,0,0.232473161590929,0.13
"1",21,0,65.6344,"1","1",29,4,1,0,1,0,0,1,0,0,0.983561092859382,0.995
"0",28,0,7.75,"0","1",24,4,0,0,0,0,1,0,0,0,0.0555057789978825,0.14
"1",28,0,7.8292,"0","1",29,4,0,0,1,0,1,1,0,0,0.738585700238359,0.975
"1",22,1,13.9,"0","0",59,8,0,0,1,0,0,0,1,0,0.752249486600927,0.74
"0",36,0,13,"0","1",34,5,0,1,0,0,0,0,0,0,0.0823631649540884,0.02
"1",31,0,65.6344,"1","1",24,4,1,0,1,0,0,1,0,0,0.972023513227775,0.995
"1",54.5,0,35.5,"1","1",35,4,1,0,0,1,0,0,0,1,0.698494014535541,0.715
"0",20,1,9.825,"0","0",23,3,0,0,1,0,0,1,0,0,0.771948866090881,0.365
"0",27,0,0,"0","1",37,5,1,0,0,0,0,0,0,0,0.24965358280878,0.065
"1",36,0,26.2875,"1","1",25,4,1,0,0,0,0,0,0,0,0.355137038605391,0.395
"1",18,1,53.1,"1","0",62,8,1,0,1,0,0,0,1,0,0.982022443040936,0.985
"0",18,1,6.4958,"0","0",25,4,0,0,0,0,0,0,0,0,0.0727805190653461,0.03
"0",16,0,9.5,"0","1",25,4,0,0,0,0,0,0,0,0,0.101383451817685,0.065
"0",2.5,2.5,31.275,"0","0",33,5,0,0,1,0,0,1,0,0,0.306617318185672,0.08
"0",19,1,36.75,"0","0",28,4,0,1,0,0,0,0,0,0,0.149213420362355,0.02
"0",21,0,65.6344,"1","1",25,4,1,0,0,0,0,0,0,0,0.554466951557401,0.145
"0",47,1,14.5,"0","0",46,7,0,0,1,0,0,0,1,0,0.43828201902446,0.275
"1",12,1,11.2417,"0","0",28,3,0,0,0,1,0,0,0,1,0.555652530646166,0.705
"0",30,0,8.6625,"0","1",19,3,0,0,1,0,0,1,0,0,0.717060675611304,0.445
"0",38,1,21,"0","0",15,3,0,1,0,0,0,0,0,0,0.0587753750099214,0.04
"0",28,0,27.7208,"1","1",31,5,1,0,0,1,0,0,0,0,0.459657017145278,0.235
"0",14,0,65,"0","1",27,4,0,1,0,0,0,0,0,0,0.228829155849142,0.05
"1",21,0,7.65,"0","1",32,4,0,0,1,0,0,1,0,0,0.8051957033428,0.86
"1",30,1,15.55,"0","0",51,7,0,0,1,0,0,0,1,0,0.662808522079516,0.885
"0",21,0,7.8208,"0","1",19,3,0,0,0,0,1,0,0,0,0.0791681660673568,0
"0",32,2,65.6344,"0","0",18,3,0,1,0,0,0,0,0,0,0.011677601181514,0.045
"1",44,0,27.7208,"1","1",41,6,1,0,1,1,0,0,1,0,0.944874951313942,0.96
"1",32,0,8.05,"1","1",34,5,0,0,0,0,0,0,0,0,0.113198405636337,0.5
"0",21,0,7.225,"0","1",17,3,0,0,0,1,0,0,0,0,0.0791681660673568,0.01
"1",28,0,7.75,"0","1",40,6,0,0,1,0,1,1,0,0,0.738585700238359,0.93
"0",27,2,21.6792,"0","0",17,3,0,0,0,1,0,0,0,0,0.00652940019400415,0.01
"0",28,0,7.8958,"0","1",19,3,0,0,0,0,0,0,0,0,0.0555057789978825,0
"0",19,0,7.65,"1","1",42,6,0,0,0,0,0,0,0,0,0.205557963221868,0.11
"0",23,0,15.0458,"0","1",18,3,0,1,0,1,0,0,0,0,0.153931037606136,0.01
"0",42,0,7.55,"0","1",19,3,0,0,0,0,0,0,0,0,0.0267246422099019,0
"1",28,0,7.8792,"0","1",33,5,0,0,1,0,1,1,0,0,0.738585700238359,0.94
"1",43,1,55.4417,"1","0",51,8,1,0,1,1,0,0,1,0,0.933498006455474,1
"0",54.5,0,30.6958,"1","1",23,4,1,0,0,1,0,0,0,0,0.167697583380737,0.06
"0",28,0,0,"0","1",29,5,1,0,0,0,0,0,0,0,0.239611244773225,0.04
"0",28,0,7.8958,"0","1",20,3,0,0,0,0,0,0,0,0,0.0555057789978825,0
"1",4,0,22.025,"0","1",35,4,0,0,1,0,0,1,0,0,0.912381210425085,0.895
"1",19,1,65.6344,"1","0",39,6,1,0,1,1,0,0,1,0,0.981037339141126,0.985
"0",17,0,8.6625,"0","1",15,3,0,0,0,0,0,0,0,0,0.0965379547702998,0.015
"0",47,1,7,"0","0",32,5,0,0,1,0,0,0,1,0,0.43828201902446,0.225
"0",28,0,8.05,"0","1",18,3,0,0,0,0,0,0,0,0,0.0555057789978825,0
"1",45,1,65.6344,"0","0",42,6,1,0,1,0,0,0,1,0,0.823452473309729,0.86
"1",48,1,39.6,"1","0",65,8,1,0,1,1,0,1,0,0,0.914506973250743,0.97
"1",45,0,59.4,"0","1",39,6,1,0,1,1,0,0,1,0,0.857418029900952,0.915
"1",8,0,32.5,"0","1",29,4,0,1,0,0,0,0,0,1,0.825396189181368,0.74
"0",23,0,7.7958,"0","1",26,4,0,0,0,0,0,0,0,0,0.0715974605384419,0.01
"0",35,0,8.05,"0","1",24,4,0,0,0,0,0,0,0,0,0.0386191748581569,0.01
"0",23,0,13,"0","1",26,4,0,1,0,0,0,0,0,0,0.153931037606136,0
"1",28,0,7.2292,"0","1",30,4,0,0,1,1,0,0,1,0,0.738585700238359,0.835
"1",28,0,13,"0","1",25,3,0,1,1,0,0,1,0,0,0.86954483174157,0.985
"0",40,0,13,"0","1",15,3,0,1,0,0,0,0,0,0,0.067353668237472,0.03
"0",27,0,7.05,"0","1",17,3,0,0,0,0,0,0,0,0,0.0584249462172016,0
"0",16,2.5,39.6875,"0","0",25,4,0,0,0,0,0,0,0,0,0.0043965996316795,0
"0",9,2,34.375,"0","0",32,5,0,0,1,0,0,1,0,0,0.456665872432771,0.25
"1",3.875,1,41.5792,"0","0",21,3,0,1,1,1,0,1,0,0,0.950455645269185,0.97
"0",30,1,57.75,"1","0",24,4,1,0,0,1,0,0,0,0,0.371796162530029,0.17
"1",8,0,26.25,"0","1",32,4,0,1,1,0,0,1,0,0,0.951844519855884,0.985
"1",27,1,23.45,"0","0",49,7,0,0,1,0,0,0,1,0,0.698231209611209,0.85
"1",35,1,52,"0","0",51,7,1,0,1,0,0,0,1,0,0.889282098532593,1
"1",21,2,65.6344,"1","0",37,5,1,0,1,1,0,1,0,0,0.86370981924609,0.935
"0",36,1,65.6344,"1","0",29,4,1,0,0,0,0,0,0,0,0.299301369638699,0.255
"1",17,0,16.1,"0","1",24,4,0,0,1,0,0,1,0,0,0.83705747550887,0.845
"0",18,1,17.8,"0","0",45,5,0,0,1,0,0,0,1,0,0.790518078853549,0.46
"1",2.5,2,19.2583,"0","0",22,3,0,0,1,1,0,1,0,0,0.544757657903626,0.81
"0",26,2,8.6625,"0","0",17,3,0,0,0,0,0,0,0,0,0.00689158962680607,0.02
"0",29,0,21.075,"0","1",43,6,0,0,1,0,0,0,1,0,0.727956499813601,0.62
"1",28,0,7.75,"0","1",17,3,0,0,1,0,1,1,0,0,0.738585700238359,0.69
"0",28,2.5,25.4667,"0","0",29,4,0,0,0,0,0,0,0,1,0.0257668187610018,0.025
"1",22,0,65.6344,"0","1",20,3,1,0,1,0,0,1,0,0,0.954526644059362,0.93
"0",28,0,14.4583,"0","1",21,3,0,0,0,1,0,0,0,0,0.0555057789978825,0.02
"0",46,0,65.6344,"1","1",24,3,1,0,0,1,0,0,0,0,0.242311669702027,0.115
"0",27,0,26.55,"0","1",25,4,1,0,0,0,0,0,0,0,0.24965358280878,0.1
"0",21,0,7.925,"0","1",21,3,0,0,0,0,0,0,0,0,0.0791681660673568,0.03
"0",11,2.5,31.275,"0","0",33,4,0,0,1,0,0,1,0,0,0.217896336080984,0.065
"1",16,0,7.75,"0","1",25,4,0,0,1,0,1,1,0,0,0.844335454776523,0.99
"0",26,0,7.8792,"0","1",17,3,0,0,0,0,1,0,0,0,0.0614876439961697,0.005
"0",21,1,6.4958,"0","0",23,4,0,0,0,0,0,0,0,0,0.0625148990598726,0.065
"1",38,0,65.6344,"1","1",19,3,1,0,1,0,0,1,0,0,0.959594943478347,0.985
"1",3,1,15.9,"0","0",38,5,0,0,0,0,0,0,0,1,0.670997095817715,0.865
"1",35,1,20.25,"0","0",32,5,0,0,1,0,0,0,1,0,0.599667184091686,0.735
"1",31,1,57,"1","0",23,4,1,0,0,0,0,0,0,0,0.359192586736,0.37
"0",32,1,30.0708,"0","0",20,3,0,1,0,1,0,0,0,0,0.079632488904588,0.025
"1",30,0,12.35,"0","1",25,4,0,1,1,0,1,1,0,0,0.856711066909282,0.99
"0",42,1,27,"0","0",28,4,0,1,0,0,0,0,0,0,0.0478403113266293,0.005
"0",36,0,13,"0","1",23,4,0,1,0,0,0,0,0,0,0.0823631649540884,0.005
"0",26,1,16.1,"0","0",47,7,0,0,1,0,0,0,1,0,0.709558442799546,0.62
"1",22,0,49.5,"1","1",34,4,1,0,1,1,0,1,0,0,0.982658812460023,0.99
"0",28,0,31,"0","1",21,3,1,0,0,0,0,0,0,0,0.239611244773225,0.145
"0",42,1,32.5,"0","0",22,4,0,1,0,0,0,0,0,0,0.0478403113266293,0.005
"0",45,0,14.4542,"0","1",31,4,0,0,1,1,0,0,1,0,0.528633167694138,0.415
"1",40,0,65.6344,"1","1",25,4,1,0,1,0,0,1,0,0,0.955163229488976,0.985
"0",27,0,7.75,"0","1",17,3,0,0,0,0,1,0,0,0,0.0584249462172016,0.005
"1",28,0,7.775,"0","1",30,4,0,0,1,0,0,1,0,0,0.738585700238359,0.745
"0",27,0,7.8958,"0","1",16,3,0,0,0,0,0,0,0,0,0.0584249462172016,0
"1",24,0,7.75,"0","1",22,3,0,0,1,0,1,1,0,0,0.7783429615122,0.97
"1",23,1,65.6344,"1","0",22,3,1,0,1,1,0,1,0,0,0.976540332784837,0.955
"1",14,1,30.0708,"0","0",35,5,0,1,1,1,0,0,1,0,0.917114030210826,0.885
"0",38,0,65.6344,"1","1",25,4,1,0,0,0,0,0,0,0,0.330652199218613,0.1
"1",32,0,7.925,"0","1",19,3,0,0,0,0,0,0,0,0,0.0451498385358038,0.115
"1",3.875,1,12.1833,"0","0",28,4,0,0,1,0,0,1,0,0,0.890490735572179,0.885
"0",42,0,13,"0","1",33,5,0,1,0,0,0,0,0,1,0.4268778394498,0.055
"1",16,0,39.4,"1","1",25,4,1,0,1,0,0,1,0,0,0.987423704067291,0.98
"0",34,1,26,"0","0",17,3,0,1,0,0,0,0,0,0,0.0720208538720135,0
"0",45,0,26.55,"1","1",33,4,1,0,0,0,0,0,0,1,0.795186085689441,0.3
"0",50,1,26,"0","0",28,4,0,1,0,0,0,0,0,0,0.0315026297591729,0.005
"1",31,0,8.6833,"0","1",16,3,0,0,1,0,0,0,1,0,0.705904759246712,0.925
"1",22,0,7.75,"0","1",24,4,0,0,1,0,0,1,0,0,0.796528762704614,0.935
"0",33,0,8.6625,"0","1",19,3,0,0,0,1,0,0,0,0,0.0428637591402908,0.01
"0",26,0,10.5,"0","1",19,3,0,1,0,0,0,0,0,0,0.133871818237804,0.005
"0",28,0,7.2292,"0","1",14,3,0,0,0,1,0,0,0,0,0.0555057789978825,0.035
"1",54.5,1,65.6344,"1","0",33,4,1,0,1,0,0,1,0,0,0.882535895419766,0.935
"1",27,0,26.55,"1","1",27,4,1,0,0,0,0,0,0,0,0.473182716707506,0.57
"0",20,0,9.8458,"0","1",29,4,0,0,0,0,0,0,0,0,0.0832221360690701,0
"0",6,2.5,31.275,"0","0",34,5,0,0,1,0,0,1,0,0,0.267721970713483,0.06
"0",4,2.5,27.9,"0","0",21,3,0,0,0,0,0,0,0,1,0.0888197809417003,0.07
"1",54.5,0,65.6344,"1","1",20,3,1,0,1,1,0,1,0,0,0.906426223858123,0.945
"0",28,2.5,25.4667,"0","0",22,3,0,0,1,0,0,1,0,0,0.0995763770843921,0.1
"0",27,0,15.0333,"0","1",18,3,0,1,0,1,0,0,0,0,0.127694225744811,0
"0",38,0,8.6625,"0","1",15,3,0,0,0,0,0,0,0,0,0.0330004869854947,0
"0",36,0,26,"1","1",40,6,0,1,0,0,0,0,0,0,0.195042049471495,0.095
"1",31,0,13,"0","1",21,3,0,1,0,0,0,0,0,0,0.105372402372897,0.22
"0",41,0,7.125,"0","1",30,5,0,0,0,0,0,0,0,0,0.0281753022866407,0.02
"1",28,1,15.2458,"0","0",24,3,0,0,0,1,0,0,0,1,0.343872341024502,0.63
"0",25,0,7.8958,"0","1",18,3,0,0,0,0,0,0,0,0,0.0646998595436445,0
"1",5,0,12.475,"0","1",29,4,0,0,1,0,0,1,0,0,0.907937772055809,0.89
"1",21,0,7.7958,"0","1",22,4,0,0,0,0,0,0,0,0,0.0791681660673568,0.065
"0",28,0,7.8958,"0","1",23,3,0,0,1,0,0,1,0,0,0.738585700238359,0.605
"1",2.5,1,20.575,"0","0",26,4,0,0,0,0,0,0,0,1,0.676968279519436,0.785
"1",27,0,7.7333,"0","1",18,3,0,0,1,0,1,1,0,0,0.748942828492754,0.79
"0",21,0,7.8,"0","1",28,4,0,0,0,0,0,0,0,0,0.0791681660673568,0.005
"1",26,0,13.5,"0","1",20,3,0,1,1,0,0,1,0,0,0.881388275669993,0.985
"1",48,0,25.9292,"1","1",51,7,1,0,1,0,0,0,1,0,0.932393012916834,0.955
"1",41,0,65.6344,"1","1",31,4,1,0,1,1,0,1,0,0,0.952777113954709,0.97
"0",37,2,7.925,"0","0",30,4,0,0,0,0,0,0,0,0,0.00380206120216909,0.035
"0",19,0,6.75,"0","1",19,3,0,0,0,0,1,0,0,0,0.0874639801633759,0.005
"0",18,2,18,"0","0",34,5,0,0,1,0,0,1,0,0,0.340080748180732,0.245
"0",48,0,13,"0","1",28,4,0,1,0,0,0,0,0,0,0.0446646831047442,0.005
"0",33,0,7.775,"0","1",28,4,0,0,0,0,0,0,0,0,0.0428637591402908,0.005
"1",28,0,12.35,"1","1",19,4,0,1,1,0,1,1,0,0,0.947351317755766,0.905
"1",36,0,31.6792,"1","1",24,4,1,0,1,1,0,1,0,0,0.963605312659704,0.93
"0",9,2.5,31.3875,"0","0",37,5,0,0,0,0,0,0,0,1,0.0691456324960906,0.12
"0",28,0,8.05,"0","1",17,3,0,0,0,0,0,0,0,0,0.0555057789978825,0.005
"1",36,0,26.3875,"1","1",32,5,1,0,0,0,0,0,0,0,0.355137038605391,0.67
"0",29,1,27.7208,"0","0",25,4,0,1,0,1,0,0,0,0,0.0924318600860704,0.015
"0",28,2.5,65.6344,"0","0",23,4,0,0,1,0,0,1,0,0,0.0995763770843921,0.105
"0",16,1,20.25,"0","0",27,4,0,0,0,0,0,0,0,0,0.0804654788177527,0.095
"1",54.5,0,65.6344,"1","1",45,6,1,0,1,0,0,0,1,0,0.906426223858123,0.995
"0",28,0,10.5,"0","1",29,4,0,1,0,0,0,0,0,0,0.121761626453442,0.01
"0",4,2.5,31.275,"0","0",39,5,0,0,0,0,0,0,0,1,0.0888197809417003,0.175
"1",27,0,7.7792,"0","1",26,4,0,0,1,0,1,1,0,0,0.748942828492754,0.99
"1",45,0,8.05,"0","1",21,4,0,0,0,0,0,0,0,0,0.0227954521169805,0.145
"0",28,0,0,"0","1",21,3,0,1,0,0,0,0,0,0,0.121761626453442,0.055
"0",32,0,7.925,"0","1",18,3,0,0,0,0,0,0,0,0,0.0451498385358038,0.1
"0",45,0,7.225,"0","1",20,3,0,0,0,1,0,0,0,0,0.0227954521169805,0.01
"1",26,0,7.925,"0","1",22,3,0,0,1,0,0,1,0,0,0.759023493840987,0.85
"0",14,2.5,46.9,"0","0",27,4,0,0,0,0,0,0,0,0,0.00489899137837889,0.015
"1",39,1,65.6344,"1","0",38,5,1,0,1,0,0,0,1,0,0.945787797182044,0.975
"0",9,2.5,46.9,"0","0",30,4,0,0,0,0,0,0,0,1,0.0691456324960906,0.05
"0",28,0,26.55,"1","1",18,3,1,0,0,0,0,0,0,0,0.459657017145278,0.31
"0",33,0,12.275,"0","1",22,4,0,1,0,0,0,0,0,0,0.0955558706230893,0.01
"1",27,0,10.5,"1","1",35,5,0,1,1,0,0,1,0,0,0.949997204070163,0.865
"1",36,1,17.4,"0","0",44,6,0,0,1,0,0,0,1,0,0.586551434388259,0.905
"0",54.5,0,7.75,"0","1",20,3,0,0,0,0,1,0,0,0,0.0137282993072154,0
"1",8,1,26,"0","0",26,4,0,1,1,0,0,1,0,0,0.938766592228463,0.96
"1",2.5,0,29,"0","1",29,4,0,1,0,0,0,0,0,1,0.864394147187534,0.905
"0",29,1,65.6344,"1","0",25,4,1,0,0,0,0,0,0,0,0.384576571629848,0.125
"0",28,1,7.75,"0","0",19,3,0,0,0,0,1,0,0,0,0.0435943234717235,0.02
"0",22,0,9.35,"0","1",28,5,0,0,0,0,0,0,0,0,0.0752954565453415,0
"1",19,0,26,"0","1",67,9,0,1,1,0,0,1,0,0,0.915761367850311,0.905
"0",30,1,21,"0","0",20,4,0,1,0,0,0,0,0,0,0.0879723098120806,0.005
"1",24,1,27.7208,"0","0",45,6,0,1,1,1,0,0,1,0,0.865326407057703,0.97
"1",34,0,10.5,"1","1",28,4,0,1,1,0,0,0,1,0,0.928503180933633,0.965
"0",36,0,7.8958,"0","1",19,3,0,0,0,0,0,0,0,0,0.0366510712553597,0
"1",21,0,10.5,"0","1",17,3,0,1,1,0,0,1,0,0,0.90698790157927,0.98
"1",29,1,26,"0","0",45,6,0,1,1,0,0,0,1,0,0.830404415435827,0.975
"0",43,0,8.05,"0","1",15,3,0,0,0,0,0,0,0,0,0.0253467241458999,0.005
"0",20,0,7.8542,"0","1",22,4,0,0,0,0,0,0,0,0,0.0832221360690701,0.005
